2019-12-08T14:00:45.000Z, Authentication Failure, User438
2019-12-09T10:49:51.000Z, Logout, User14
2019-12-09T10:49:57.000Z, Logout, User500
2019-12-09T10:50:01.000Z, Logout, User314
2019-12-09T10:50:09.000Z, Logout, User360
2019-12-09T10:50:10.000Z, Logout, User47
2019-12-09T10:50:25.000Z, Login, User421
2019-12-09T10:50:34.000Z, Process Start, User110
2019-12-09T10:50:49.000Z, Process Start, User245
2019-12-09T10:51:04.000Z, Authentication Failure, User105
2019-12-09T10:51:41.000Z, Process Start, User180
2019-12-09T10:51:45.000Z, Process Start, User359
2019-12-09T10:51:58.000Z, Process Start, User180
2019-12-09T10:52:05.000Z, Logout, User180
2019-12-09T10:52:17.000Z, Login, User66
2019-12-09T10:52:34.000Z, Process Start, User110
2019-12-09T10:52:45.000Z, Process Start, User359
2019-12-09T10:53:11.000Z, Logout, User278
2019-12-09T10:53:48.000Z, Logout, User245
2019-12-09T10:53:52.000Z, Process Start, User110
2019-12-09T10:54:24.000Z, Login, User63
2019-12-09T10:54:42.000Z, Process Start, User66
2019-12-09T10:54:51.000Z, Process Start, User66
2019-12-09T10:55:17.000Z, Login, User133
2019-12-09T10:55:17.000Z, Authentication Failure, User320
2019-12-09T10:55:45.000Z, Process Start, User120
2019-12-09T10:55:59.000Z, Login, User171
2019-12-09T10:56:05.000Z, Process Start, User110
2019-12-09T10:56:17.000Z, Process Start, User171
2019-12-09T10:56:19.000Z, Process Start, User110
2019-12-09T10:56:20.000Z, Logout, User171
2019-12-09T10:56:41.000Z, Logout, User110
2019-12-09T10:56:53.000Z, Login, User241
2019-12-09T10:56:58.000Z, Logout, User26
2019-12-09T10:56:59.000Z, Process Start, User421
2019-12-09T10:57:04.000Z, Process Start, User66
2019-12-09T10:57:06.000Z, Process Start, User421
2019-12-09T10:57:40.000Z, Authentication Failure, User466
2019-12-09T10:57:41.000Z, Logout, User359
2019-12-09T10:58:11.000Z, Process Start, User63
2019-12-09T10:58:15.000Z, Logout, User30
2019-12-09T10:58:15.000Z, Logout, User66
2019-12-09T10:58:24.000Z, Logout, User133
2019-12-09T11:00:02.000Z, Logout, User63
2019-12-09T11:00:16.000Z, Login, User182
2019-12-09T11:00:23.000Z, Process Start, User241
2019-12-09T11:00:33.000Z, Logout, User421
2019-12-09T11:00:54.000Z, Process Start, User182
2019-12-09T11:01:08.000Z, Logout, User241
2019-12-09T11:01:36.000Z, Process Start, User120
2019-12-09T11:01:53.000Z, Login, User152
2019-12-09T11:02:08.000Z, Login, User105
2019-12-09T11:03:01.000Z, Login, User287
2019-12-09T11:03:06.000Z, Logout, User120
2019-12-09T11:03:12.000Z, Logout, User105
2019-12-09T11:03:36.000Z, Login, User280
2019-12-09T11:03:40.000Z, Login, User303
2019-12-09T11:03:50.000Z, Process Start, User152
2019-12-09T11:04:15.000Z, Login, User221
2019-12-09T11:04:22.000Z, Process Start, User182
2019-12-09T11:04:29.000Z, Process Start, User303
2019-12-09T11:04:31.000Z, Logout, User152
2019-12-09T11:04:35.000Z, Login, User358
2019-12-09T11:04:51.000Z, Login, User109
2019-12-09T11:05:03.000Z, Process Start, User287
2019-12-09T11:05:04.000Z, Logout, User303
2019-12-09T11:05:12.000Z, Process Start, User221
2019-12-09T11:05:55.000Z, Login, User103
2019-12-09T11:06:24.000Z, Logout, User287
2019-12-09T11:06:53.000Z, Login, User500
2019-12-09T11:07:03.000Z, Login, User470
2019-12-09T11:07:19.000Z, Process Start, User103
2019-12-09T11:07:24.000Z, Login, User63
2019-12-09T11:07:44.000Z, Logout, User109
2019-12-09T11:07:49.000Z, Logout, User103
2019-12-09T11:07:53.000Z, Login, User413
2019-12-09T11:08:20.000Z, Login, User100
2019-12-09T11:08:35.000Z, Logout, User413
2019-12-09T11:08:56.000Z, Logout, User100
2019-12-09T11:09:09.000Z, Login, User98
2019-12-09T11:09:17.000Z, Login, User442
2019-12-09T11:09:22.000Z, Authentication Failure, User130
2019-12-09T11:09:32.000Z, Process Start, User500
2019-12-09T11:09:36.000Z, Process Start, User280
2019-12-09T11:10:25.000Z, Login, User440
2019-12-09T11:10:26.000Z, Login, User473
2019-12-09T11:10:31.000Z, Logout, User182
2019-12-09T11:10:35.000Z, Process Start, User500
2019-12-09T11:10:43.000Z, Process Start, User221
2019-12-09T11:10:47.000Z, Logout, User280
2019-12-09T11:11:12.000Z, Process Start, User63
2019-12-09T11:11:20.000Z, Process Start, User470
2019-12-09T11:11:49.000Z, Process Start, User470
2019-12-09T11:11:55.000Z, Login, User163
2019-12-09T11:11:59.000Z, Process Start, User440
2019-12-09T11:12:26.000Z, Logout, User221
2019-12-09T11:12:56.000Z, Process Start, User63
2019-12-09T11:13:15.000Z, Process Start, User470
2019-12-09T11:13:25.000Z, Logout, User163
2019-12-09T11:13:52.000Z, Login, User325
2019-12-09T11:13:52.000Z, Authentication Failure, User430
2019-12-09T11:14:07.000Z, Logout, User470
2019-12-09T11:14:16.000Z, Logout, User63
2019-12-09T11:14:31.000Z, Login, User439
2019-12-09T11:14:39.000Z, Logout, User325
2019-12-09T11:14:52.000Z, Process Start, User440
2019-12-09T11:15:03.000Z, Logout, User439
2019-12-09T11:15:34.000Z, Login, User117
2019-12-09T11:15:36.000Z, Login, User424
2019-12-09T11:15:54.000Z, Authentication Failure, User111
2019-12-09T11:16:08.000Z, Logout, User358
2019-12-09T11:16:34.000Z, Logout, User500
2019-12-09T11:16:36.000Z, Login, User64
2019-12-09T11:16:49.000Z, Login, User461
2019-12-09T11:17:07.000Z, Authentication Failure, User66
2019-12-09T11:18:10.000Z, Logout, User117
2019-12-09T11:18:54.000Z, Login, User426
2019-12-09T11:18:58.000Z, Logout, User98
2019-12-09T11:19:14.000Z, Logout, User461
2019-12-09T11:19:33.000Z, Login, User141
2019-12-09T11:19:35.000Z, Login, User394
2019-12-09T11:19:49.000Z, Login, User157
2019-12-09T11:20:26.000Z, Process Start, User440
2019-12-09T11:20:29.000Z, Process Start, User394
2019-12-09T11:20:29.000Z, Login, User475
2019-12-09T11:20:37.000Z, Process Start, User424
2019-12-09T11:20:39.000Z, Login, User459
2019-12-09T11:20:45.000Z, Login, User253
2019-12-09T11:21:16.000Z, Authentication Failure, User17
2019-12-09T11:21:17.000Z, Logout, User473
2019-12-09T11:21:21.000Z, Process Start, User394
2019-12-09T11:21:29.000Z, Login, User58
2019-12-09T11:21:51.000Z, Logout, User58
2019-12-09T11:22:05.000Z, Process Start, User459
2019-12-09T11:22:07.000Z, Process Start, User459
2019-12-09T11:22:15.000Z, Logout, User426
2019-12-09T11:22:35.000Z, Logout, User475
2019-12-09T11:22:36.000Z, Logout, User394
2019-12-09T11:22:48.000Z, Login, User108
2019-12-09T11:22:53.000Z, Login, User151
2019-12-09T11:23:21.000Z, Login, User116
2019-12-09T11:23:45.000Z, Logout, User141
2019-12-09T11:23:45.000Z, Process Start, User440
2019-12-09T11:23:47.000Z, Logout, User108
2019-12-09T11:24:00.000Z, Login, User258
2019-12-09T11:24:03.000Z, Process Start, User442
2019-12-09T11:24:04.000Z, Login, User434
2019-12-09T11:24:05.000Z, Login, User401
2019-12-09T11:24:17.000Z, Logout, User151
2019-12-09T11:24:31.000Z, Logout, User440
2019-12-09T11:24:49.000Z, Process Start, User258
2019-12-09T11:24:54.000Z, Login, User198
2019-12-09T11:24:58.000Z, Login, User25
2019-12-09T11:24:58.000Z, Login, User197
2019-12-09T11:25:03.000Z, Logout, User197
2019-12-09T11:25:05.000Z, Process Start, User25
2019-12-09T11:25:34.000Z, Process Start, User434
2019-12-09T11:25:39.000Z, Process Start, User434
2019-12-09T11:26:09.000Z, Login, User141
2019-12-09T11:26:25.000Z, Login, User197
2019-12-09T11:26:26.000Z, Login, User475
2019-12-09T11:26:34.000Z, Logout, User459
2019-12-09T11:26:36.000Z, Authentication Failure, User444
2019-12-09T11:26:36.000Z, Process Start, User475
2019-12-09T11:26:51.000Z, Login, User429
2019-12-09T11:27:00.000Z, Login, User279
2019-12-09T11:27:26.000Z, Authentication Failure, User278
2019-12-09T11:27:31.000Z, Logout, User116
2019-12-09T11:27:43.000Z, Process Start, User475
2019-12-09T11:27:54.000Z, Logout, User429
2019-12-09T11:27:57.000Z, Login, User435
2019-12-09T11:28:07.000Z, Logout, User279
2019-12-09T11:28:09.000Z, Process Start, User141
2019-12-09T11:28:15.000Z, Logout, User253
2019-12-09T11:28:19.000Z, Process Start, User25
2019-12-09T11:28:26.000Z, Login, User140
2019-12-09T11:28:29.000Z, Login, User308
2019-12-09T11:28:52.000Z, Login, User200
2019-12-09T11:28:58.000Z, Process Start, User401
2019-12-09T11:29:19.000Z, Process Start, User308
2019-12-09T11:29:19.000Z, Login, User453
2019-12-09T11:29:20.000Z, Login, User145
2019-12-09T11:29:36.000Z, Login, User116
2019-12-09T11:29:37.000Z, Authentication Failure, User192
2019-12-09T11:29:49.000Z, Login, User17
2019-12-09T11:30:03.000Z, Process Start, User308
2019-12-09T11:30:27.000Z, Logout, User442
2019-12-09T11:30:31.000Z, Login, User387
2019-12-09T11:30:37.000Z, Process Start, User197
2019-12-09T11:30:50.000Z, Authentication Failure, User295
2019-12-09T11:30:52.000Z, Process Start, User434
2019-12-09T11:30:54.000Z, Process Start, User434
2019-12-09T11:30:57.000Z, Logout, User25
2019-12-09T11:31:08.000Z, Logout, User258
2019-12-09T11:31:08.000Z, Login, User488
2019-12-09T11:31:16.000Z, Process Start, User434
2019-12-09T11:31:25.000Z, Logout, User424
2019-12-09T11:31:52.000Z, Logout, User145
2019-12-09T11:31:59.000Z, Logout, User387
2019-12-09T11:32:13.000Z, Login, User71
2019-12-09T11:32:14.000Z, Process Start, User475
2019-12-09T11:32:19.000Z, Logout, User475
2019-12-09T11:32:26.000Z, Logout, User434
2019-12-09T11:32:52.000Z, Login, User209
2019-12-09T11:33:12.000Z, Process Start, User197
2019-12-09T11:33:31.000Z, Process Start, User200
2019-12-09T11:33:45.000Z, Logout, User435
2019-12-09T11:33:52.000Z, Login, User95
2019-12-09T11:34:02.000Z, Process Start, User197
2019-12-09T11:34:11.000Z, Process Start, User141
2019-12-09T11:34:17.000Z, Login, User85
2019-12-09T11:34:19.000Z, Logout, User17
2019-12-09T11:34:23.000Z, Logout, User209
2019-12-09T11:34:50.000Z, Logout, User64
2019-12-09T11:35:03.000Z, Logout, User95
2019-12-09T11:35:18.000Z, Logout, User198
2019-12-09T11:35:27.000Z, Login, User456
2019-12-09T11:35:29.000Z, Login, User288
2019-12-09T11:35:46.000Z, Logout, User197
2019-12-09T11:36:11.000Z, Authentication Failure, User391
2019-12-09T11:36:15.000Z, Process Start, User157
2019-12-09T11:36:27.000Z, Process Start, User140
2019-12-09T11:36:53.000Z, Process Start, User200
2019-12-09T11:36:57.000Z, Logout, User308
2019-12-09T11:37:00.000Z, Logout, User288
2019-12-09T11:37:18.000Z, Login, User244
2019-12-09T11:37:21.000Z, Login, User95
2019-12-09T11:37:25.000Z, Logout, User116
2019-12-09T11:37:29.000Z, Logout, User453
2019-12-09T11:37:34.000Z, Logout, User200
2019-12-09T11:37:43.000Z, Login, User355
2019-12-09T11:37:51.000Z, Logout, User456
2019-12-09T11:37:58.000Z, Authentication Failure, User96
2019-12-09T11:38:31.000Z, Login, User442
2019-12-09T11:38:41.000Z, Logout, User141
2019-12-09T11:38:44.000Z, Process Start, User140
2019-12-09T11:38:49.000Z, Login, User455
2019-12-09T11:39:04.000Z, Authentication Failure, User290
2019-12-09T11:39:23.000Z, Logout, User442
2019-12-09T11:39:31.000Z, Process Start, User355
2019-12-09T11:39:55.000Z, Logout, User140
2019-12-09T11:40:52.000Z, Login, User256
2019-12-09T11:40:58.000Z, Login, User376
2019-12-09T11:41:06.000Z, Logout, User376
2019-12-09T11:41:06.000Z, Process Start, User401
2019-12-09T11:41:19.000Z, Process Start, User355
2019-12-09T11:41:33.000Z, Authentication Failure, User65
2019-12-09T11:41:43.000Z, Process Start, User157
2019-12-09T11:42:02.000Z, Login, User405
2019-12-09T11:42:04.000Z, Process Start, User157
2019-12-09T11:42:10.000Z, Logout, User256
2019-12-09T11:42:22.000Z, Process Start, User85
2019-12-09T11:42:26.000Z, Logout, User405
2019-12-09T11:42:28.000Z, Logout, User455
2019-12-09T11:42:36.000Z, Process Start, User488
2019-12-09T11:42:39.000Z, Login, User182
2019-12-09T11:43:20.000Z, Process Start, User182
2019-12-09T11:43:22.000Z, Login, User145
2019-12-09T11:43:27.000Z, Logout, User488
2019-12-09T11:43:29.000Z, Process Start, User145
2019-12-09T11:43:44.000Z, Login, User138
2019-12-09T11:43:54.000Z, Process Start, User355
2019-12-09T11:44:39.000Z, Process Start, User145
2019-12-09T11:44:47.000Z, Logout, User71
2019-12-09T11:44:48.000Z, Process Start, User182
2019-12-09T11:44:52.000Z, Process Start, User182
2019-12-09T11:45:30.000Z, Login, User288
2019-12-09T11:46:06.000Z, Process Start, User355
2019-12-09T11:46:28.000Z, Login, User71
2019-12-09T11:46:28.000Z, Process Start, User138
2019-12-09T11:46:54.000Z, Login, User299
2019-12-09T11:47:13.000Z, Process Start, User288
2019-12-09T11:47:15.000Z, Logout, User299
2019-12-09T11:47:18.000Z, Process Start, User288
2019-12-09T11:47:32.000Z, Logout, User138
2019-12-09T11:47:51.000Z, Process Start, User95
2019-12-09T11:48:05.000Z, Process Start, User157
2019-12-09T11:48:20.000Z, Authentication Failure, User253
2019-12-09T11:48:29.000Z, Login, User467
2019-12-09T11:48:57.000Z, Process Start, User244
2019-12-09T11:49:24.000Z, Logout, User288
2019-12-09T11:49:39.000Z, Login, User338
2019-12-09T11:49:46.000Z, Login, User462
2019-12-09T11:49:53.000Z, Process Start, User401
2019-12-09T11:50:10.000Z, Logout, User401
2019-12-09T11:50:11.000Z, Login, User486
2019-12-09T11:50:16.000Z, Logout, User244
2019-12-09T11:50:20.000Z, Logout, User157
2019-12-09T11:50:29.000Z, Login, User141
2019-12-09T11:50:33.000Z, Authentication Failure, User21
2019-12-09T11:50:33.000Z, Process Start, User95
2019-12-09T11:50:43.000Z, Authentication Failure, User108
2019-12-09T11:51:13.000Z, Logout, User71
2019-12-09T11:51:43.000Z, Process Start, User85
2019-12-09T11:51:51.000Z, Logout, User145
2019-12-09T11:51:55.000Z, Logout, User462
2019-12-09T11:52:10.000Z, Process Start, User486
2019-12-09T11:52:52.000Z, Process Start, User338
2019-12-09T11:52:53.000Z, Logout, User338
2019-12-09T11:53:59.000Z, Login, User445
2019-12-09T11:54:29.000Z, Login, User152
2019-12-09T11:54:44.000Z, Logout, User141
2019-12-09T11:54:45.000Z, Login, User57
2019-12-09T11:54:47.000Z, Login, User171
2019-12-09T11:55:22.000Z, Login, User140
2019-12-09T11:55:24.000Z, Login, User236
2019-12-09T11:55:36.000Z, Login, User450
2019-12-09T11:55:59.000Z, Logout, User450
2019-12-09T11:56:04.000Z, Logout, User152
2019-12-09T11:56:05.000Z, Login, User184
2019-12-09T11:56:07.000Z, Process Start, User486
2019-12-09T11:56:49.000Z, Login, User227
2019-12-09T11:57:02.000Z, Login, User54
2019-12-09T11:57:04.000Z, Logout, User184
2019-12-09T11:57:18.000Z, Logout, User227
2019-12-09T11:57:28.000Z, Logout, User486
2019-12-09T11:57:40.000Z, Login, User14
2019-12-09T11:57:46.000Z, Login, User248
2019-12-09T11:57:53.000Z, Login, User295
2019-12-09T11:58:37.000Z, Login, User25
2019-12-09T11:58:48.000Z, Process Start, User236
2019-12-09T11:59:02.000Z, Login, User387
2019-12-09T11:59:06.000Z, Process Start, User140
2019-12-09T11:59:28.000Z, Process Start, User57
2019-12-09T11:59:43.000Z, Process Start, User387
2019-12-09T11:59:49.000Z, Login, User9
2019-12-09T11:59:49.000Z, Login, User219
2019-12-09T11:59:51.000Z, Logout, User54
2019-12-09T12:00:03.000Z, Logout, User57
2019-12-09T12:00:43.000Z, Logout, User219
2019-12-09T12:00:50.000Z, Process Start, User467
2019-12-09T12:01:04.000Z, Login, User84
2019-12-09T12:01:23.000Z, Login, User481
2019-12-09T12:01:25.000Z, Login, User192
2019-12-09T12:01:27.000Z, Logout, User481
2019-12-09T12:01:39.000Z, Login, User412
2019-12-09T12:01:40.000Z, Process Start, User248
2019-12-09T12:01:49.000Z, Logout, User25
2019-12-09T12:01:58.000Z, Process Start, User171
2019-12-09T12:02:09.000Z, Login, User218
2019-12-09T12:02:12.000Z, Login, User354
2019-12-09T12:02:13.000Z, Process Start, User236
2019-12-09T12:02:14.000Z, Process Start, User95
2019-12-09T12:02:28.000Z, Process Start, User355
2019-12-09T12:02:46.000Z, Login, User333
2019-12-09T12:02:51.000Z, Logout, User295
2019-12-09T12:03:08.000Z, Authentication Failure, User276
2019-12-09T12:03:13.000Z, Logout, User171
2019-12-09T12:03:25.000Z, Process Start, User445
2019-12-09T12:03:26.000Z, Login, User183
2019-12-09T12:03:38.000Z, Process Start, User95
2019-12-09T12:03:57.000Z, Process Start, User333
2019-12-09T12:04:03.000Z, Process Start, User84
2019-12-09T12:04:05.000Z, Process Start, User183
2019-12-09T12:04:14.000Z, Logout, User236
2019-12-09T12:04:15.000Z, Process Start, User218
2019-12-09T12:04:18.000Z, Logout, User445
2019-12-09T12:04:24.000Z, Login, User330
2019-12-09T12:04:40.000Z, Logout, User218
2019-12-09T12:04:45.000Z, Logout, User95
2019-12-09T12:05:05.000Z, Login, User135
2019-12-09T12:05:07.000Z, Logout, User84
2019-12-09T12:05:11.000Z, Login, User54
2019-12-09T12:05:17.000Z, Logout, User9
2019-12-09T12:05:17.000Z, Login, User500
2019-12-09T12:05:26.000Z, Process Start, User412
2019-12-09T12:05:29.000Z, Login, User18
2019-12-09T12:05:35.000Z, Process Start, User500
2019-12-09T12:05:45.000Z, Logout, User248
2019-12-09T12:05:48.000Z, Login, User457
2019-12-09T12:05:56.000Z, Login, User268
2019-12-09T12:06:03.000Z, Login, User39
2019-12-09T12:06:07.000Z, Logout, User333
2019-12-09T12:06:17.000Z, Login, User96
2019-12-09T12:06:26.000Z, Logout, User355
2019-12-09T12:06:37.000Z, Logout, User467
2019-12-09T12:06:53.000Z, Process Start, User96
2019-12-09T12:06:57.000Z, Process Start, User14
2019-12-09T12:07:03.000Z, Logout, User387
2019-12-09T12:07:20.000Z, Process Start, User14
2019-12-09T12:07:20.000Z, Logout, User182
2019-12-09T12:07:37.000Z, Logout, User457
2019-12-09T12:07:46.000Z, Process Start, User54
2019-12-09T12:08:01.000Z, Login, User384
2019-12-09T12:08:10.000Z, Process Start, User39
2019-12-09T12:08:10.000Z, Login, User396
2019-12-09T12:08:14.000Z, Login, User132
2019-12-09T12:08:17.000Z, Logout, User500
2019-12-09T12:08:21.000Z, Login, User274
2019-12-09T12:08:21.000Z, Process Start, User412
2019-12-09T12:08:28.000Z, Logout, User140
2019-12-09T12:08:29.000Z, Logout, User354
2019-12-09T12:08:31.000Z, Logout, User39
2019-12-09T12:08:39.000Z, Login, User114
2019-12-09T12:08:45.000Z, Logout, User330
2019-12-09T12:08:52.000Z, Login, User195
2019-12-09T12:08:55.000Z, Logout, User396
2019-12-09T12:08:59.000Z, Login, User109
2019-12-09T12:09:07.000Z, Login, User346
2019-12-09T12:09:10.000Z, Process Start, User195
2019-12-09T12:09:15.000Z, Process Start, User346
2019-12-09T12:09:38.000Z, Process Start, User109
2019-12-09T12:09:47.000Z, Logout, User85
2019-12-09T12:10:13.000Z, Process Start, User18
2019-12-09T12:10:16.000Z, Logout, User412
2019-12-09T12:10:26.000Z, Process Start, User346
2019-12-09T12:10:27.000Z, Authentication Failure, User35
2019-12-09T12:10:40.000Z, Process Start, User135
2019-12-09T12:11:02.000Z, Login, User91
2019-12-09T12:11:10.000Z, Process Start, User114
2019-12-09T12:11:13.000Z, Process Start, User109
2019-12-09T12:11:30.000Z, Logout, User384
2019-12-09T12:11:43.000Z, Process Start, User135
2019-12-09T12:11:44.000Z, Logout, User109
2019-12-09T12:11:47.000Z, Logout, User274
2019-12-09T12:11:47.000Z, Login, User402
2019-12-09T12:11:54.000Z, Login, User248
2019-12-09T12:11:54.000Z, Login, User354
2019-12-09T12:11:56.000Z, Login, User271
2019-12-09T12:11:59.000Z, Login, User308
2019-12-09T12:12:05.000Z, Logout, User183
2019-12-09T12:12:06.000Z, Logout, User135
2019-12-09T12:12:07.000Z, Logout, User132
2019-12-09T12:12:28.000Z, Login, User461
2019-12-09T12:12:32.000Z, Process Start, User14
2019-12-09T12:12:38.000Z, Logout, User271
2019-12-09T12:12:39.000Z, Process Start, User14
2019-12-09T12:12:44.000Z, Logout, User402
2019-12-09T12:12:50.000Z, Process Start, User91
2019-12-09T12:13:00.000Z, Login, User180
2019-12-09T12:13:12.000Z, Login, User162
2019-12-09T12:13:19.000Z, Logout, User192
2019-12-09T12:13:34.000Z, Logout, User180
2019-12-09T12:13:49.000Z, Login, User184
2019-12-09T12:13:55.000Z, Process Start, User354
2019-12-09T12:14:00.000Z, Process Start, User91
2019-12-09T12:14:01.000Z, Authentication Failure, User127
